transcript_id	contig	biotype	readthrough_tra	class
ENST00000606954	1	nonsense_mediated_decay	1	readthrough
ENST00000607158	1	retained_intron	1	readthrough
ENST00000607203	3	nonsense_mediated_decay	1	readthrough
ENST00000607283	3	nonsense_mediated_decay	1	readthrough
ENST00000607495	3	nonsense_mediated_decay	1	readthrough
ENST00000607540	2	processed_transcript	1	readthrough
ENST00000607544	19	protein_coding	1	readthrough
ENST00000607564	17	retained_intron	1	readthrough
ENST00000608216	17	processed_transcript	1	readthrough
ENST00000608447	17	protein_coding	1	readthrough
ENST00000608606	3	nonsense_mediated_decay	1	readthrough
ENST00000609193	17	processed_transcript	1	readthrough
ENST00000609590	6	retained_intron	1	readthrough
ENST00000609832	17	processed_transcript	1	readthrough
ENST00000609879	1	processed_transcript	1	readthrough
